tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,RC0900,HAVEN SCHOOLHOUSE @ BEDOK NORTH,RC,Not-for-Profit Organisation,CC,64490020,havenschool93@gmail.com,"93,BEDOK NORTH AVENUE 4,#01-1477,460093",460093,havenschoolhouse.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,No,3/10/2024,na
na,WP0280,Learning Vision Tan Tock Seng Hospital,EB,E-Bridge Pre-school Pte. Ltd.,CC,87980527,GuiPingToh@learningvision.com,"11,JALAN TAN TOCK SENG 4TH LEVEL,TAN TOCK SENG HOSPITAL,308433",308433,http://www.learningvision.com/Parent/centres/ttsh.aspx,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,2/10/2024,na
na,PT8979,Learning Vision Hwa Chong Institution,PT,Private Operators,CC,86682534,joenzhou@learningvision.com,"673,BUKIT TIMAH ROAD,THE CHINESE HIGH SCHOOL,269735",269735,www.learningvision.com,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,2/10/2024,na
na,PT9135,MLC (YISHUN) PTE. LTD.,PT,Private Operators,CC,67561669,admin849@mylittlecampus.com.sg,"849,YISHUN RING ROAD,#02-3701,760849",760849,https://mylittlecampus.com.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,1/10/2024,na
na,PT8375,MLC (BEDOK RESERVOIR) PTE. LTD.,PT,Private Operators,CC,64463393,admin718@mylittlecampus.com.sg,"718,BEDOK RESERVOIR ROAD,#01-4572,470718",470718,https://mylittlecampus.com.sg/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,1/10/2024,na
na,PT9138,MLC (CANBERRA) PTE. LTD.,PT,Private Operators,CC,67535332,admin482@mylittlecampus.com.sg,"482,ADMIRALTY LINK,#01-01,750482",750482,https://www.mylittlecampus.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,1/10/2024,na
na,PT9137,MLC (SEMBAWANG) PTE. LTD.,PT,Private Operators,CC,67552278,admin406@mylittlecampus.com.sg,"406,SEMBAWANG DRIVE,#01-828,750406",750406,https://www.mylittlecampus.com.sg/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,1/10/2024,na
na,PT8388,The Schoolhouse Katong,PT,Private Operators,CC,63480955,katong@theschoolhouse.com.sg,"26,STILL ROAD SOUTH,423935",423935,www.theschoolhouse.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,1/10/2024,na
na,PT9829,MapleBear Tiny Learners Pte Ltd,PT,Private Operators,CC,96318496,patriciakoh@maplebear.sg,"6,KAKI BUKIT AVENUE 1,#03-03/04,417940",417940,www.maplebear.sg/kakibukit,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,No,1/10/2024,na
na,RC1150,MORIAH CHILD CARE AND DEVELOPMENT CENTRE,RC,Not-for-Profit Organisation,CC,67860328,principal-childcare@moriahbpc.org,"31,SIMEI ROAD,529974",529974,https://www.moriahbpc.org/childcare,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,1/10/2024,na
na,PT9860,Odyssey The Global Preschool Dempsey,PT,Private Operators,CC,86682565,JoeyYeoh@theodyssey.sg,"29,HARDING ROAD,MINDEN CLUSTER (TANGLIN VILLAGE),249537",249537,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,1/10/2024,na
na,PT9755,MAPLEBEAR THE ALPHA,PT,Private Operators,CC,90710101,thealpha@maplebear.sg,"10,SCIENCE PARK ROAD,#01-02,THE ALPHA,117684",117684,www.maplebear.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,30/9/2024,na
na,WP0733,Learning Vision Changi Airport (Terminal 3),WP,Workplace,CC,86682539,BoonLengNg@learningvision.com,"65,AIRPORT BOULEVARD,#04-02,CHANGI AIRPORT TERMINAL 3,819663",819663,http://www.learningvision.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,30/9/2024,na
na,PT8707,The Schoolhouse Alexandra,PT,Private Operators,CC,64794120,sallywong@theschoolhouse.com.sg,"2,ALEXANDRA ROAD,#4-00,DELTA HOUSE,159919",159919,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,27/9/2024,na
na,PT9068,ESHKOL VALLEY @ NORTHSTAR PTE. LTD.,PT,Private Operators,CC,81125007,northstar@eshkolvalley.com.sg,"7030,ANG MO KIO AVENUE 5,#01-41,NORTHSTAR @ AMK,569880",569880,https://eshkolvalley.com.sg/,Limited,Limited,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,26/9/2024,na
na,PT9002,The Schoolhouse Ang Mo Kio (The Grassroots' Club),PT,Private Operators,CC,86682554,Bunnisha@theschoolhouse.com.sg,"190,ANG MO KIO AVENUE 8,#01-04,THE GRASSROOTS CLUB,568046",568046,https://theschoolhouse.com.sg/,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,26/9/2024,na
na,PT8983,MindChamps Performing Arts International PreSchool @ Upper Thomson Pte Ltd,PT,Private Operators,CC,65130933,lauralim@mindchamps.org,"9,TAGORE LANE,#01-08,9 @ TAGORE,787472",787472,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,26/9/2024,na
TP0040,PT9230,LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,PT,Private Operators,CC,66340828,esther@leapschoolhouse.com.sg,"180,KITCHENER ROAD,#B2-19,CITY SQUARE MALL,208539",208539,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,25/9/2024,na
na,PT9037,BERRY TREE PRESCHOOL PRIVATE LIMITED,PT,Private Operators,CC,91275656,berrytreepreschool@gmail.com,"319C,ANCHORVALE DRIVE,#01-66,543319",543319,https://www.berrytreepreschool.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,24/9/2024,na
na,PT5170,The Schoolhouse Ridgewood,PT,Private Operators,CC,64648951,ridgewood@theschoolhouse.com.sg,"61A,MOUNT SINAI DRIVE,277114",277114,www.theschoolhouse.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:30-18:30,07:30-14:00,na,No,No,Yes,Yes,24/9/2024,na
na,PT8702,Brighton Montessori Sunset Way,PT,Private Operators,CC,86682567,sunset@brightonmontessori.com.sg,"41,SUNSET WAY,#02-01,CLEMENTI ARCADE,597071",597071,www.brightonmontessori.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,24/9/2024,na
na,PT9689,Brilliant Tots Junior Pte Ltd,PT,Private Operators,CC,69085024,bukittimah@brillianttots.com.sg,"24,CHEONG CHIN NAM ROAD,ANGSANA HOUSE,599747",599747,www.brillianttots.com.sg,Limited,Limited,Available,Available,Available,Full,Full,Available,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,23/9/2024,na
na,PT9300,MAPLEBEAR HEADSTART PTE. LTD.,PT,Private Operators,CC,93364051,principal-loyang@maplebear.sg,"157L,JALAN LOYANG BESAR,509397",509397,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,23/9/2024,na
na,PT9718,SUPERGENIUS PRESCHOOL OASIS PTE. LTD.,PT,Private Operators,CC,88773233,principal.oasis@supergenius.sg,"681,PUNGGOL DRIVE,#05-01,820681",820681,www.supergenius.sg,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,23/9/2024,na
na,NT0606,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"383,YISHUN AVENUE 6,#01-01,YISHUN GLEN,760383",760383,https://www.myfirstskool.com/YCC07-lifesg,Full,Full,Full,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,20/9/2024,na
na,PT5300,Odyssey The Global Preschool Wilkinson,PT,Private Operators,CC,63461820,AmandaLiew@theodyssey.sg,"101,WILKINSON ROAD,436559",436559,www.theodyssey.sg,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Full,Limited,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,20/9/2024,na
na,PT9542,Kiddiwinkie Schoolhouse Pte Ltd,PT,Private Operators,CC,68171394,felicia.tan@kiddiwinkie.edu.sg,"15,SCOTTS ROAD,#02-01,THONG TECK BUILDING,228218",228218,www.kiddiwinkie.com.sg,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,20/9/2024,na
na,PT8406,KIDDIWINKIE SCHOOLHOUSE @ UPPER BUKIT TIMAH,PT,Private Operators,CC,68171394,kwsh_ubt@babilou-family.sg,"10/12,LORONG PISANG BATU,HOOVER PARK,597925",597925,www.kiddiwinkie.edu.sg,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-20:30,07:00-14:00,na,No,No,Yes,Yes,20/9/2024,na
na,PT9007,Kiddiwinkie Schoolhouse Singapore Pte Ltd,PT,Private Operators,CC,68171394,kwsh_macritchie@babilou-family.sg,"33,WESTLAKE AVENUE,WEST LAKE GARDEN,574244",574244,www.kiddiwinkie.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,20/9/2024,na
na,PT9260,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PT,Private Operators,CC,68171393,lfp_westcoast@babilou-family.sg,"6,JUBILEE ROAD,128531",128531,www.littlefootprints.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Limited,Limited,Limited,Limited,Full,Available,Available,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,20/9/2024,na
